City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,east london,-33.0153,27.9116,16.91,76,0,1.39,ZA,1680325915
84,souillac,-20.5167,57.5167,27.44,74,6,5.77,MU,1680326239
85,hasaki,35.7333,140.8333,19.22,60,9,7.57,JP,1680326250
86,saint-pierre,-21.3393,55.4781,29.2,70,0,3.09,RE,1680326250
87,flinders,-34.5833,150.8552,18.92,68,100,6.04,AU,1680326250
88,sabha,27.0377,14.4283,15.06,16,0,2.97,LY,1680326250
89,arraial do cabo,-22.9661,-42.0278,24.92,88,20,2.06,BR,1680326250
90,saint-louis,16.3333,-15.0,26.33,8,16,5.25,SN,1680326250
91,high prairie,55.4334,-116.4858,-0.04,97,99,1.4,CA,1680326251
92,cabo san lucas,22.8909,-109.9124,23.06,69,100,2.8,MX,1680325545
93,petropavlovsk-kamchatskiy,53.0452,158.6483,5.33,56,0,2.0,RU,1680326251
94,tuktoyaktuk,69.4541,-133.0374,-21.0,77,20,6.69,CA,1680326251
95,ondjiva,-17.0667,15.7333,18.7,81,71,2.15,AO,1680326251
96,new norfolk,-42.7826,147.0587,17.18,54,98,1.79,AU,1680326251
97,airai,-8.9266,125.4092,20.71,82,100,0.93,TL,1680326251
98,tuatapere,-46.1333,167.6833,18.6,69,54,2.18,NZ,1680326251
99,vaitape,-16.5167,-151.75,28.48,68,100,2.62,PF,1680326252
100,nampula,-15.1165,39.2666,21.97,94,75,4.63,MZ,1680326252
101,matamoros,25.5333,-103.25,24.5,20,100,5.16,MX,1680326252
102,georgetown,5.4112,100.3354,32.96,66,20,4.12,MY,1680326114
103,cockburn town,21.4612,-71.1419,25.11,71,2,10.08,TC,1680325955
104,thompson,55.7435,-97.8558,-12.11,96,100,2.73,CA,1680326101
105,samarai,-10.6167,150.6667,28.99,72,100,5.78,PG,1680326252
106,svetlaya,46.5389,138.3297,3.85,69,3,2.29,RU,1680326252
107,peterhead,57.5058,-1.7981,5.22,76,100,6.6,GB,1680326252
108,thinadhoo,0.5333,72.9333,27.98,70,55,2.6,MV,1680325890
109,ampanihy,-24.7,44.75,23.01,86,78,4.69,MG,1680326252
110,sorland,67.667,12.6934,1.92,69,96,7.8,NO,1680326253
111,san cristobal,7.7669,-72.225,21.1,82,100,0.76,VE,1680326253
112,raudeberg,61.9875,5.1352,0.37,64,0,1.79,NO,1680326253
113,mar del plata,-38.0023,-57.5575,14.41,69,75,1.54,AR,1680326253
114,abu dhabi,24.4667,54.3667,27.01,61,0,0.51,AE,1680326229
115,lakhimpur,27.95,80.7667,25.17,45,99,1.05,IN,1680326253
116,kadoma,34.7333,135.5833,24.22,18,1,2.37,JP,1680326135
117,geraldton,-28.7667,114.6,27.23,61,75,5.14,AU,1680326253
118,grindavik,63.8424,-22.4338,3.26,81,75,5.14,IS,1680326253
119,torbay,47.6666,-52.7314,-2.63,92,52,4.02,CA,1680326116
120,bilibino,68.0546,166.4372,-12.12,93,100,7.53,RU,1680326253
121,khatanga,71.9667,102.5,-9.89,94,100,7.71,RU,1680326253
122,pilar,-9.5972,-35.9567,21.96,89,19,0.86,BR,1680326254
123,tapes,-30.6733,-51.3958,16.38,63,42,7.22,BR,1680326254
124,ribeira grande,38.5167,-28.7,17.1,97,100,6.71,PT,1680326254
125,tsabong,-26.0217,22.401,20.22,58,30,4.83,BW,1680326254
126,tiksi,71.6872,128.8694,-20.5,85,100,6.35,RU,1680326254
127,yellowknife,62.456,-114.3525,-16.71,60,75,8.75,CA,1680325536
128,tasiilaq,65.6145,-37.6368,-1.91,75,100,1.96,GL,1680326254
129,puerto suarez,-18.95,-57.8,23.38,88,48,1.19,BO,1680326254
130,yulara,-25.2406,130.9889,25.96,45,100,6.03,AU,1680326254
131,castro,-24.7911,-50.0119,16.61,85,0,1.72,BR,1680326255
132,klobuck,50.9008,18.9367,7.36,88,89,4.6,PL,1680326255
133,jiangkou,25.4872,119.1986,19.02,76,86,3.13,CN,1680326255
134,mehamn,71.0357,27.8492,-1.05,93,100,11.32,NO,1680326255
135,mocuba,-16.8392,36.9856,21.15,95,100,1.11,MZ,1680326255
136,cape town,-33.9258,18.4232,18.54,76,1,5.81,ZA,1680325622
137,praya,14.9215,-23.5087,27.3,19,0,5.66,CV,1680326255
138,upernavik,72.7868,-56.1549,-30.86,97,29,3.86,GL,1680326255
139,turukhansk,65.8167,87.9833,-12.95,84,100,10.08,RU,1680326255
140,bredasdorp,-34.5322,20.0403,14.95,93,3,2.27,ZA,1680326255
141,boende,-0.2167,20.8667,20.98,87,100,0.95,CD,1680326149
142,luena,-11.7833,19.9167,15.99,96,98,0.52,AO,1680326255
143,ambilobe,-13.2,49.05,24.65,92,100,0.79,MG,1680326256
144,sao jose da coroa grande,-8.8978,-35.1478,23.76,83,10,1.81,BR,1680326256
145,aklavik,68.2191,-135.0107,-16.54,95,100,2.18,CA,1680326256
146,dikson,73.5069,80.5464,-5.11,94,100,10.81,RU,1680326256
147,arlit,18.7369,7.3853,21.17,13,9,4.7,NE,1680326256
148,lavrentiya,65.5833,-171.0,-12.72,92,22,1.64,RU,1680326256
149,severo-kurilsk,50.6789,156.125,0.74,70,11,4.48,RU,1680326256
150,lahij,13.1667,44.5833,25.46,82,58,1.37,YE,1680326256
151,vao,-22.6667,167.4833,25.99,77,8,4.66,NC,1680326256
152,huallanca,-9.8993,-76.9417,7.33,93,100,1.47,PE,1680326256
153,tezu,27.9167,96.1667,28.0,37,99,2.37,IN,1680326257
154,kita,13.0349,-9.4895,25.68,10,79,2.15,ML,1680325853
155,kasane,-17.8167,25.15,16.93,95,3,2.01,BW,1680326257
156,victoria,22.2855,114.1577,25.67,86,100,4.47,HK,1680325783
157,mana,5.6592,-53.7767,24.25,88,91,4.18,GF,1680326257
158,tabuk,17.4189,121.4443,31.68,55,15,2.97,PH,1680326257
159,neiafu,-18.65,-173.9833,28.38,74,40,2.06,TO,1680326257
160,esso,55.9333,158.7,1.67,77,9,1.81,RU,1680326257
161,bandarbeyla,9.4942,50.8122,27.38,71,71,2.23,SO,1680326257
162,port hardy,50.6996,-127.4199,5.0,100,75,3.09,CA,1680326257
163,adrar,20.5022,-10.0711,21.45,9,0,5.76,MR,1680326257
164,whitehorse,60.7161,-135.0538,-8.47,96,100,1.32,CA,1680326018
165,diffa,13.3154,12.6113,23.04,24,48,4.28,NE,1680326258
166,grand-santi,4.25,-54.3833,21.58,95,82,0.64,GF,1680326258
167,areka,7.0667,37.7,16.0,88,100,1.03,ET,1680326258
168,pacific grove,36.6177,-121.9166,9.82,84,0,0.89,US,1680326258
169,gotera,8.9821,38.7585,14.16,88,75,2.06,ET,1680326258
170,brasileia,-11.0161,-68.7481,22.64,99,99,0.59,BR,1680325960
171,labuhan,-6.8844,112.2051,28.15,69,100,1.21,ID,1680326258
172,chebsara,59.2002,38.8356,-2.37,88,100,2.88,RU,1680326258
173,sungaipenuh,-2.0833,101.3833,22.76,77,100,1.75,ID,1680326258
174,grand gaube,-20.0064,57.6608,28.54,71,8,4.47,MU,1680326258
175,mackay,-21.15,149.2,27.75,74,29,3.81,AU,1680325962
176,pemangkat,1.1667,108.9667,27.99,71,98,1.93,ID,1680326259
177,nome,64.5011,-165.4064,-8.96,79,0,5.66,US,1680326259
178,ville-marie,47.3335,-79.433,-1.95,96,100,2.9,CA,1680326259
179,hohhot,40.8106,111.6522,19.16,32,0,3.0,CN,1680326259
180,klaksvik,62.2266,-6.589,5.51,86,100,8.49,FO,1680326259
181,puerto el triunfo,13.2833,-88.55,25.91,58,2,1.56,SV,1680326259
182,talas,38.6908,35.5538,-1.63,86,75,2.06,TR,1680326259
183,saint-philippe,-21.3585,55.7679,28.77,79,42,5.72,RE,1680326259
184,zhuhai,22.2769,113.5678,21.88,88,40,4.12,CN,1680326259
185,pimenteiras,-6.2453,-41.4192,19.96,74,58,1.6,BR,1680326259
186,sao filipe,14.8961,-24.4956,24.7,65,3,4.26,CV,1680326259
187,spanish fork,40.115,-111.6549,4.37,69,0,3.09,US,1680326115
188,mtsamboro,-12.6998,45.0689,29.62,76,100,4.87,YT,1680326259
189,isabela,6.7085,121.9711,26.03,68,98,2.96,PH,1680326260
190,johnstown,40.3267,-78.922,16.07,78,100,6.69,US,1680326260
191,gloversville,43.0528,-74.3438,4.3,95,100,2.57,US,1680326260
192,charters towers,-20.1,146.2667,34.49,21,17,3.13,AU,1680326260
193,amga,60.8953,131.9608,-4.79,92,100,4.29,RU,1680326260
194,asau,46.4333,26.4,3.51,84,89,1.92,RO,1680325714
195,cairns,-16.9167,145.7667,30.62,75,74,4.12,AU,1680326198
196,biak,-0.9131,122.8766,25.75,79,98,1.51,ID,1680326260
197,sisimiut,66.9395,-53.6735,-16.34,65,40,4.49,GL,1680326260
198,burnie,-41.0667,145.9167,17.47,50,37,4.23,AU,1680326260
199,gornopravdinsk,60.05,69.9,-0.16,74,100,5.8,RU,1680326261
200,saldanha,-33.0117,17.9442,14.03,76,1,4.27,ZA,1680326261
201,lac du bonnet,50.2536,-96.0612,-7.93,93,17,2.15,CA,1680326115
202,hami,42.8,93.45,5.32,50,100,3.21,CN,1680326261
203,cap-aux-meules,47.3821,-61.8597,-0.99,93,44,4.12,CA,1680326261
204,esperance,-33.8667,121.9,21.56,55,100,5.45,AU,1680326261
205,yar-sale,66.8333,70.8333,-1.39,93,100,7.42,RU,1680326261
206,soyo,-6.1349,12.3689,25.8,83,99,3.34,AO,1680326261
207,coxim,-18.5067,-54.76,23.11,87,5,1.42,BR,1680326261
208,ahipara,-35.1667,173.1667,20.08,91,99,3.97,NZ,1680326261
209,mitsamiouli,-11.3847,43.2844,27.84,76,51,2.25,KM,1680326261
210,santa rosa,14.3122,121.1114,32.84,49,44,4.62,PH,1680326132
211,porosozero,62.7191,32.727,-7.79,96,73,1.24,RU,1680326262
212,veshkayma,54.05,47.1333,2.64,74,95,7.93,RU,1680326262
213,ingham,42.6,-84.3833,14.1,93,100,6.69,US,1680326216
214,carnarvon,-24.8667,113.6333,26.95,58,29,3.75,AU,1680326262
215,marzuq,14.4,46.4667,23.97,65,64,2.61,YE,1680326262
216,fortuna,40.5982,-124.1573,10.75,72,100,4.02,US,1680326262
217,zatoka,46.0725,30.4654,8.11,87,49,3.48,UA,1680326262
218,oistins,13.0667,-59.5333,25.05,83,40,7.72,BB,1680325849
219,half moon bay,37.4636,-122.4286,10.46,81,0,0.0,US,1680326262
220,avera,33.194,-82.5271,19.19,78,77,5.16,US,1680326263
221,roxana,10.2753,-83.7513,24.46,96,27,1.58,CR,1680326263
222,chesterville,44.5512,-70.0862,0.77,96,100,2.3,US,1680326263
223,beloha,-25.1667,45.05,24.13,81,68,4.61,MG,1680326263
224,puerto leguizamo,-0.1934,-74.7819,21.28,99,99,0.84,CO,1680326263
225,jutai,-5.1833,-68.9,22.41,99,100,1.2,BR,1680326263
226,wajir,1.7471,40.0573,27.05,60,91,4.71,KE,1680326263
227,pindiga,9.9833,10.9333,24.61,16,86,3.03,NG,1680326263
228,matay,28.419,30.7792,12.06,62,0,3.99,EG,1680326263
229,hambantota,6.1241,81.1185,30.74,59,2,2.57,LK,1680326264
230,chapais,49.7834,-74.8492,-10.12,98,71,1.3,CA,1680326264
231,shu,43.5983,73.7614,10.32,18,1,8.8,KZ,1680326264
232,aswan,24.0934,32.907,13.61,44,0,3.6,EG,1680326264
233,tazovskiy,67.4667,78.7,-3.0,92,100,8.78,RU,1680326264
234,te anau,-45.4167,167.7167,15.45,84,69,2.65,NZ,1680326264
235,antalaha,-14.9003,50.2788,27.35,73,90,3.71,MG,1680326264
236,ginda,30.6945,78.4932,8.44,95,100,0.78,IN,1680326264
237,alofi,-19.0595,-169.9187,26.94,83,8,3.6,NU,1680326264
238,minsk mazowiecki,52.1794,21.5725,10.22,96,95,3.43,PL,1680326264
239,san quintin,30.4833,-115.95,13.1,79,82,4.33,MX,1680326265
240,longyearbyen,78.2186,15.6401,-11.09,79,75,4.63,SJ,1680326265
241,lerwick,60.1545,-1.1494,3.0,83,92,1.51,GB,1680326265
242,kaeo,-35.1,173.7833,22.4,87,99,3.65,NZ,1680326265
243,kushmurun,52.4503,64.6311,1.06,73,18,5.72,KZ,1680326265
244,green river,41.5286,-109.4662,-0.78,65,61,0.89,US,1680326265
245,chapada dos guimaraes,-15.4606,-55.7497,19.81,67,48,0.35,BR,1680326265
246,portland,45.5234,-122.6762,7.97,91,100,7.15,US,1680325520
247,havoysund,70.9963,24.6622,-0.87,67,100,11.54,NO,1680326265
248,ballina,-28.8667,153.5667,23.21,60,100,2.2,AU,1680326265
249,talcahuano,-36.7167,-73.1167,11.82,76,0,2.06,CL,1680326265
250,pyay,18.8167,95.2167,36.84,29,6,2.98,MM,1680326265
251,tautira,-17.7333,-149.15,28.12,68,100,1.66,PF,1680326266
252,nuuk,64.1835,-51.7216,-8.76,63,6,3.46,GL,1680326266
253,la ronge,55.1001,-105.2842,-1.86,74,100,4.63,CA,1680326266
254,roald,62.5833,6.1333,1.85,64,0,0.51,NO,1680326266
255,golspie,57.9727,-3.978,4.08,93,100,3.09,GB,1680326266
256,lagoa,39.05,-27.9833,15.85,90,100,4.72,PT,1680326178
257,hobyo,5.3505,48.5268,29.06,71,79,2.8,SO,1680326266
258,yenagoa,4.9247,6.2642,24.31,90,97,2.08,NG,1680326266
259,ewa beach,21.3156,-158.0072,25.97,78,100,2.68,US,1680326015
260,batamshinskiy,50.5594,58.2747,6.86,48,97,9.23,KZ,1680326266
261,boa vista,2.8197,-60.6733,26.99,69,0,4.63,BR,1680325963
262,ahuatempan,18.4167,-98.0167,20.82,52,83,2.42,MX,1680326266
263,chokurdakh,70.6333,147.9167,-26.27,94,78,3.2,RU,1680326267
264,terrace,54.5163,-128.6035,2.95,93,75,8.23,CA,1680326267
265,guerrero negro,27.9769,-114.0611,13.88,76,17,5.26,MX,1680325746
266,sorong,-0.8833,131.25,29.41,65,79,3.43,ID,1680326267
267,key west,24.5557,-81.7826,26.11,75,20,7.72,US,1680326267
268,bridlington,54.0831,-0.1919,7.16,83,100,8.67,GB,1680326267
269,alice springs,-23.7,133.8833,16.75,94,100,4.12,AU,1680326267
270,bako,5.7833,36.5667,17.18,92,100,1.84,ET,1680326267
271,solnechnyy,50.7214,136.6319,6.91,55,17,3.13,RU,1680326267
272,aksu,41.1231,80.2644,16.19,9,0,0.46,CN,1680326267
273,isangel,-19.55,169.2667,28.11,74,37,1.04,VU,1680326267
274,anito,12.4497,125.2886,29.36,68,97,3.86,PH,1680326267
275,libertador general san martin,-23.8064,-64.7876,21.38,99,86,0.57,AR,1680326267
276,dingle,10.9995,122.6711,32.32,48,90,5.48,PH,1680326268
277,nelson bay,-32.7167,152.15,22.03,73,8,5.81,AU,1680326268
278,derzhavinsk,51.1,66.3167,5.03,32,28,8.58,KZ,1680326268
279,port elizabeth,-33.918,25.5701,14.06,83,0,1.54,ZA,1680326268
280,severomuysk,56.1481,113.4267,-14.16,68,99,3.17,RU,1680326268
281,san esteban,15.2,-85.75,18.89,97,16,1.53,HN,1680326268
282,banda aceh,5.5577,95.3222,29.98,62,52,1.74,ID,1680326268
283,taoudenni,22.6783,-3.9836,23.12,11,0,4.19,ML,1680326268
284,tiarei,-17.5333,-149.3333,28.01,71,100,3.41,PF,1680326268
285,santa maria,-29.6842,-53.8069,14.53,87,37,2.88,BR,1680326268
286,cumberland,35.0502,-78.8664,20.83,82,0,6.69,US,1680326268
287,chabahar,25.2919,60.643,25.05,64,5,1.02,IR,1680326268
288,wairoa,-39.0333,177.3667,20.86,71,100,1.34,NZ,1680326269
289,champerico,14.3,-91.9167,27.81,68,2,2.08,GT,1680326269
290,afsin,38.2477,36.914,0.34,49,53,0.1,TR,1680326269
291,den helder,52.9599,4.7593,9.45,95,100,4.12,NL,1680326015
292,provideniya,64.3833,-173.3,-2.55,93,71,4.64,RU,1680326269
293,west wendover,40.7391,-114.0733,4.56,45,0,1.54,US,1680326269
294,hualmay,-11.0964,-77.6139,24.29,85,98,3.32,PE,1680326269
295,henties bay,-22.116,14.2845,14.1,92,31,0.96,NA,1680326269
296,sept-iles,50.2001,-66.3821,-3.0,89,75,1.03,CA,1680326269
297,plettenberg bay,-34.0527,23.3716,15.01,65,19,1.32,ZA,1680326269
298,dinan,48.4167,-2.25,9.01,88,97,7.56,FR,1680326269
299,ornskoldsvik,63.2909,18.7153,-5.47,73,50,2.06,SE,1680326269
300,sovetskiy,61.3614,63.5842,0.63,88,100,5.91,RU,1680326269
301,abay,49.6311,72.8539,1.21,38,0,7.66,KZ,1680326247
302,komsomolskiy,40.4272,71.7189,21.4,46,98,1.03,UZ,1680326270
303,waddan,29.1614,16.139,15.18,19,0,3.24,LY,1680326270
304,arzgir,45.3728,44.2206,6.64,59,90,1.39,RU,1680326270
305,santa lucia,27.9117,-15.5407,17.62,37,0,6.69,ES,1680326270
306,krikellos,38.95,21.1833,14.85,87,84,3.49,GR,1680326270
307,caravelas,-17.7125,-39.2481,23.48,88,7,2.67,BR,1680326270
308,tarko-sale,64.9225,77.785,-3.02,87,100,11.75,RU,1680326270
309,buala,-8.145,159.5921,28.54,74,74,1.57,SB,1680326270
310,lakes entrance,-37.8811,147.981,16.2,53,72,4.79,AU,1680326270
311,north bend,43.4065,-124.2243,9.02,94,100,8.75,US,1680326115
312,bereda,43.2686,-7.5406,8.65,100,100,1.51,ES,1680326270
313,viterbo,42.4167,12.0833,10.69,79,37,2.24,IT,1680326271
314,chokwe,-24.5333,32.9833,21.15,91,12,1.25,MZ,1680326271
315,macomb,40.4592,-90.6718,9.35,73,0,3.09,US,1680326271
316,farah,32.5,62.5,23.69,21,72,2.23,AF,1680326271
317,mahibadhoo,3.7833,72.9667,28.19,72,1,2.78,MV,1680326271
318,faanui,-16.4833,-151.75,28.51,68,100,2.58,PF,1680326271
319,anchorage,61.2181,-149.9003,1.63,66,100,2.06,US,1680325884
320,teya,60.3778,92.6267,-8.82,72,64,0.98,RU,1680325754
321,machali,-34.1833,-70.6667,18.58,24,0,1.04,CL,1680326271
322,norman wells,65.282,-126.8329,-10.98,73,100,1.54,CA,1680326271
323,bambous virieux,-20.3428,57.7575,28.45,75,12,6.01,MU,1680326271
324,zhangjiakou,40.81,114.8794,18.32,28,15,4.48,CN,1680326271
325,tongzi,28.7829,105.0877,22.76,55,23,2.07,CN,1680326271
326,egvekinot,66.3167,-179.1667,-11.64,95,100,1.39,RU,1680326271
327,mudon,16.2578,97.7164,33.56,47,14,5.48,MM,1680326272
328,macapa,0.0389,-51.0664,23.99,100,100,1.54,BR,1680326269
329,matagami,49.7502,-77.6328,-8.94,79,0,2.06,CA,1680326249
330,kontagora,10.3999,5.4695,24.66,14,76,2.13,NG,1680326272
331,ancud,-41.8697,-73.8203,12.45,91,100,9.33,CL,1680326272
332,pisco,-13.7,-76.2167,22.03,94,0,4.12,PE,1680326272
333,kortkeros,61.8106,51.5806,3.0,97,100,5.51,RU,1680326272
334,tura,25.5198,90.2201,23.26,64,100,0.47,IN,1680326272
335,oliveira dos brejinhos,-12.3169,-42.8961,19.15,62,4,0.86,BR,1680326272
336,chicama,-7.8447,-79.1469,25.3,78,94,2.84,PE,1680326272
337,santarem,-2.4431,-54.7083,25.07,94,75,3.6,BR,1680326272
338,wanning,18.8003,110.3967,27.46,74,57,4.16,CN,1680326272
339,prince rupert,54.3161,-130.3201,4.05,87,100,2.57,CA,1680326102
340,manggar,-2.8833,108.2667,29.49,65,91,2.29,ID,1680326273
341,egra,50.0796,12.3739,7.62,95,98,6.09,CZ,1680326273
342,lebu,-37.6167,-73.65,11.51,61,42,2.18,CL,1680326273
343,yerbogachen,61.2767,108.0108,-12.89,78,100,2.95,RU,1680326273
344,katangli,51.7102,143.2326,1.41,97,91,3.13,RU,1680326273
345,paita,-5.0892,-81.1144,26.88,78,88,2.1,PE,1680326273
346,aviemore,57.1955,-3.8259,2.47,89,99,1.8,GB,1680326273
347,constitucion,-35.3333,-72.4167,14.32,49,83,4.69,CL,1680326273
348,robertson,36.5167,-86.8667,21.99,93,100,7.72,US,1680326224
349,shenjiamen,29.9576,122.298,14.05,75,89,2.49,CN,1680326273
350,jieshi,22.8134,115.8257,22.06,79,85,3.05,CN,1680326274
351,safaga,26.7292,33.9365,16.66,55,0,7.96,EG,1680326274
352,husavik,66.0449,-17.3389,3.82,89,100,4.52,IS,1680326274
353,cortes,41.9395,-1.4396,13.03,67,92,3.22,ES,1680326274
354,washougal,45.5826,-122.3534,7.92,92,100,5.14,US,1680326274
355,trairi,-3.2778,-39.2689,23.43,88,97,1.94,BR,1680326224
356,caucaia,-3.7361,-38.6531,25.02,83,20,1.03,BR,1680326274
357,guhagar,17.4842,73.1929,30.89,39,7,4.57,IN,1680326274
358,pueblo nuevo,23.3833,-105.3833,12.8,34,100,2.52,MX,1680326274
359,muroto,33.2833,134.15,18.24,58,46,5.66,JP,1680326274
360,kuito,-12.3833,16.9333,14.54,97,100,0.99,AO,1680326274
361,bairiki,1.3292,172.9752,29.0,74,40,1.54,KI,1680326274
362,lazaro cardenas,17.9583,-102.2,24.08,70,28,1.0,MX,1680326274
363,inirida,3.8653,-67.9239,22.8,96,98,0.9,CO,1680326275
364,chara,56.9064,118.2631,-8.49,76,100,2.35,RU,1680326275
365,barao de melgaco,-16.1944,-55.9675,23.71,72,38,1.45,BR,1680326275
